,num_airplane,sref,velocity,alpha
1375,1,1.0,60,0
10519,3,1.0,280,18
4332,2,0.5,220,-8
6132,2,1.0,120,-20
9423,3,0.5,325,10
8514,3,0.5,330,-2
2461,1,1.0,290,-12
9580,3,1.0,135,-12
4411,2,0.5,290,-18
15080,4,1.5,10,-16
7127,2,1.5,220,-4
3172,1,1.5,270,-18
6277,2,1.0,195,18
16182,4,1.5,320,4
2468,1,1.0,325,2
10925,3,1.5,35,-10
107,1,0.5,220,-16
5891,2,1.0,215,2
9715,3,1.0,160,6
2656,1,1.0,290,0
9490,3,0.5,10,18
4335,2,0.5,235,-2
3049,1,1.5,305,-12
2772,1,1.5,220,-20
2659,1,1.0,305,6
9206,3,0.5,215,-4
12565,4,0.5,110,-6
11613,3,1.5,225,-20
3322,1,1.5,45,-12
11436,3,1.5,315,4
2476,1,1.0,40,18
1411,1,1.0,240,-12
14132,4,1.0,145,20
5471,2,1.0,65,2
5341,2,0.5,65,-6
15660,4,1.5,310,10
5718,2,1.0,325,-8
14553,4,1.0,300,-20
1795,1,1.0,210,0
2339,1,1.0,330,-4
1832,1,1.0,70,-10
14631,4,1.0,40,10
11478,3,1.5,200,4
3965,1,1.5,10,14
9195,3,0.5,160,16
15631,4,1.5,165,-6
5604,2,1.0,80,16
11316,3,1.5,40,16
3769,1,1.5,330,0
5880,2,1.0,160,-20
7322,2,1.5,220,8
4976,2,0.5,190,20
14455,4,1.0,135,-6
11032,3,1.5,245,-6
13187,4,0.5,295,20
14717,4,1.0,145,14
12221,3,1.5,15,20
1472,1,1.0,220,-16
15816,4,1.5,115,-14
11683,3,1.5,250,-6
3150,1,1.5,160,-20
8631,3,0.5,265,-20
10261,3,1.0,290,6
10049,3,1.0,205,2
13391,4,0.5,15,8
6131,2,1.0,115,20
3701,1,1.5,315,-10
12371,4,0.5,115,-16
12104,3,1.5,80,-4
7517,2,1.5,220,20
15674,4,1.5,55,-4
12258,3,1.5,200,10
6257,2,1.0,95,20
16060,4,1.5,35,12
15604,4,1.5,30,-18
3346,1,1.5,165,-6
5234,2,0.5,180,-10
6388,2,1.0,100,-12
6793,2,1.0,175,0
2769,1,1.5,205,16
14679,4,1.0,280,-20
14070,4,1.0,160,-20
13152,4,0.5,120,-8
3808,1,1.5,200,-6
3524,1,1.5,80,14
1459,1,1.0,155,0
14880,4,1.0,310,4
7846,2,1.5,240,6
9381,3,0.5,115,10
5537,2,1.0,70,8
8098,2,1.5,200,6
15238,4,1.5,150,6
2778,1,1.5,250,-8
12782,4,0.5,220,8
12895,4,0.5,135,-18
11958,3,1.5,325,-2
11045,3,1.5,310,20
7187,2,1.5,195,-10
10851,3,1.0,315,10
871,1,0.5,140,0
5612,2,1.0,120,-10
6732,2,1.0,195,4
2114,1,1.0,180,8
1024,1,0.5,255,12
6318,2,1.0,75,16
3786,1,1.5,90,-8
4472,2,0.5,270,20
5303,2,0.5,200,2
5455,2,0.5,310,12
9533,3,0.5,225,20
5442,2,0.5,245,-14
12756,4,0.5,90,-2
11721,3,1.5,115,-14
10530,3,1.0,10,-2
518,1,0.5,325,8
2493,1,1.0,125,10
10619,3,1.0,130,8
3414,1,1.5,180,4
604,1,0.5,105,12
3137,1,1.5,95,-4
15179,4,1.5,180,14
10376,3,1.0,215,-16
78,1,0.5,75,10
10582,3,1.0,270,18
6834,2,1.5,55,-2
680,1,0.5,160,-4
12705,4,0.5,160,-20
5516,2,1.0,290,8
13228,4,0.5,175,18
13913,4,1.0,25,2
5415,2,0.5,110,16
12340,4,0.5,285,6
4322,2,0.5,170,14
10931,3,1.5,65,2
4973,2,0.5,175,14
15489,4,1.5,105,4
12375,4,0.5,135,-8
14515,4,1.0,110,-12
1070,1,0.5,160,20
10037,3,1.0,145,20
4769,2,0.5,130,-16
6560,2,1.0,310,-4
16277,4,1.5,145,-16
1208,1,0.5,200,2
6783,2,1.0,125,-20
8344,3,0.5,130,-6
104,1,0.5,205,20
3259,1,1.5,55,-12
14593,4,1.0,175,18
8658,3,0.5,75,-8
11706,3,1.5,40,-2
585,1,0.5,10,16
10507,3,1.0,220,-6
5609,2,1.0,105,-16
11757,3,1.5,295,16
7185,2,1.5,185,-14
8330,3,0.5,60,8
9100,3,0.5,10,-6
12116,3,1.5,140,20
9168,3,0.5,25,4
5959,2,1.0,230,12
14120,4,1.0,85,-4
5376,2,0.5,240,-20
9882,3,1.0,20,4
13647,4,0.5,320,16
3652,1,1.5,70,18
1670,1,1.0,235,2
13794,4,1.0,80,16
8046,2,1.5,265,-14
4851,2,0.5,215,-20
14902,4,1.0,95,6
643,1,0.5,300,6
14619,4,1.0,305,-14
520,1,0.5,10,12
10691,3,1.0,165,-16
11106,3,1.5,290,16
5859,2,1.0,55,-20
14407,4,1.0,220,-18
11289,3,1.5,230,4
10817,3,1.0,145,-16
2528,1,1.0,300,-4
15436,4,1.5,165,-18
16101,4,1.5,240,10
6742,2,1.0,245,-18
10195,3,1.0,285,0
7579,2,1.5,205,18
7325,2,1.5,235,14
1872,1,1.0,270,-14
3513,1,1.5,25,-8
16173,4,1.5,275,-14
9378,3,0.5,100,4
1847,1,1.0,145,20
5078,2,0.5,50,14
6526,2,1.0,140,12
13434,4,0.5,230,10
9999,3,1.0,280,-14
14552,4,1.0,295,20
16334,4,1.5,105,14
10983,3,1.5,325,-20
15190,4,1.5,235,-6
16046,4,1.5,290,-16
12479,4,0.5,330,-10
13307,4,0.5,245,8
12888,4,0.5,100,10
6091,2,1.0,240,-18
12650,4,0.5,210,-4
14286,4,1.0,265,-8
4516,2,0.5,165,-18
7837,2,1.5,195,-12
3777,1,1.5,45,16
3709,1,1.5,30,6
307,1,0.5,245,6
5729,2,1.0,55,14
579,1,0.5,305,4
4632,2,0.5,95,4
8676,3,0.5,165,-14
6429,2,1.0,305,-14
8450,3,0.5,10,-4
16324,4,1.5,55,-6
7550,2,1.5,60,2
15259,4,1.5,255,6
7686,2,1.5,90,-20
4118,2,0.5,125,-16
11971,3,1.5,65,-18
13095,4,0.5,160,4
9192,3,0.5,145,10
12155,3,1.5,10,14
9148,3,0.5,250,6
11987,3,1.5,145,14
2510,1,1.0,210,2
1725,1,1.0,185,-14
9666,3,1.0,240,-8
4618,2,0.5,25,18
14623,4,1.0,325,-6
14073,4,1.0,175,-14
4254,2,0.5,155,4
13952,4,1.0,220,-4
5854,2,1.0,30,12
12963,4,0.5,150,-8
14399,4,1.0,180,8
6154,2,1.0,230,-18
2157,1,1.0,70,10
13162,4,0.5,170,12
7299,2,1.5,105,4
13283,4,0.5,125,2
5239,2,0.5,205,0
12653,4,0.5,225,2
7849,2,1.5,255,12
7149,2,1.5,330,-2
14726,4,1.0,190,-10
3993,1,1.5,150,-14
9226,3,0.5,315,-6
15918,4,1.5,300,-20
7677,2,1.5,45,4
2477,1,1.0,45,20
10386,3,1.0,265,4
8665,3,0.5,110,6
15327,4,1.5,270,16
2221,1,1.0,65,12
15920,4,1.5,310,-16
3952,1,1.5,270,-12
2328,1,1.0,275,16
5956,2,1.0,215,6
8222,3,0.5,170,2
1739,1,1.0,255,14
2372,1,1.0,170,20
1511,1,1.0,90,20
1939,1,1.0,280,-6
3938,1,1.5,200,2
16153,4,1.5,175,-12
560,1,0.5,210,8
166,1,0.5,190,18
12498,4,0.5,100,-14
3604,1,1.5,155,6
6279,2,1.0,205,-20
7125,2,1.5,210,-8
5024,2,0.5,105,-10
892,1,0.5,245,0
7531,2,1.5,290,6
8877,3,0.5,195,10
6586,2,1.0,115,6
4236,2,0.5,65,10
12556,4,0.5,65,18
9368,3,0.5,50,-16
14820,4,1.0,10,10
3655,1,1.5,85,-18
15367,4,1.5,145,12
14201,4,1.0,165,-10
12270,3,1.5,260,-8
6428,2,1.0,300,-16
15716,4,1.5,265,-4
13453,4,0.5,325,6
7563,2,1.5,125,-14
4786,2,0.5,215,18
11886,3,1.5,290,-20
7135,2,1.5,260,12
10607,3,1.0,70,-16
10256,3,1.0,265,-4
1602,1,1.0,220,-8
10835,3,1.0,235,20
861,1,0.5,90,-20
15454,4,1.5,255,18
14391,4,1.0,140,-8
4937,2,0.5,320,-16
2464,1,1.0,305,-6
9052,3,0.5,95,-18
7482,2,1.5,45,-8
5656,2,1.0,15,-6
8892,3,0.5,270,-2
3606,1,1.5,165,10
4164,2,0.5,30,-8
15433,4,1.5,150,18
14333,4,1.0,175,2
15819,4,1.5,130,-8
13516,4,0.5,315,6
12733,4,0.5,300,-6
4227,2,0.5,20,-8
3057,1,1.5,20,4
1149,1,0.5,230,10
13005,4,0.5,35,-8
15789,4,1.5,305,16
11813,3,1.5,250,2
14447,4,1.0,95,20
15950,4,1.5,135,2
14387,4,1.0,120,-16
3008,1,1.5,100,-10
10558,3,1.0,150,12
9797,3,1.0,245,2
14225,4,1.0,285,-4
1960,1,1.0,60,-6
2098,1,1.0,100,18
11884,3,1.5,280,18
8219,3,0.5,155,-4
3078,1,1.5,125,4
9921,3,1.0,215,-2
2276,1,1.0,15,-4
11825,3,1.5,310,-16
12215,3,1.5,310,8
1360,1,0.5,310,12
7122,2,1.5,195,-14
11081,3,1.5,165,8
7760,2,1.5,135,2
11736,3,1.5,190,16
4901,2,0.5,140,-4
6969,2,1.5,80,16
9720,3,1.0,185,16
16346,4,1.5,165,-4
13180,4,0.5,260,6
14299,4,1.0,330,18
14065,4,1.0,135,12
5249,2,0.5,255,20
5313,2,0.5,250,-20
9502,3,0.5,70,0
246,1,0.5,265,10
4064,1,1.5,180,2
14574,4,1.0,80,-20
6099,2,1.0,280,-2
13901,4,1.0,290,20
12424,4,0.5,55,6
3620,1,1.5,235,-4
10844,3,1.0,280,-4
6333,2,1.0,150,4
4376,2,0.5,115,-4
2644,1,1.0,230,18
1333,1,0.5,175,0
11851,3,1.5,115,-6
6743,2,1.0,250,-16
2573,1,1.0,200,2
1640,1,1.0,85,-16
1700,1,1.0,60,20
11784,3,1.5,105,-14
12796,4,0.5,290,-6
5628,2,1.0,200,-20
10466,3,1.0,15,-4
13101,4,0.5,190,16
2932,1,1.5,45,6
14301,4,1.0,15,-20
5862,2,1.0,70,-14
9683,3,1.0,325,-16
14175,4,1.0,35,-20
13761,4,1.0,240,-8
9113,3,0.5,75,20
4380,2,0.5,135,4
6861,2,1.5,190,10
13325,4,0.5,10,2
3277,1,1.5,145,-18
12763,4,0.5,125,12
12166,3,1.5,65,-6
6494,2,1.0,305,-10
3612,1,1.5,195,-20
12397,4,0.5,245,-6
12655,4,0.5,235,6
2843,1,1.5,250,-4
3542,1,1.5,170,8
13994,4,1.0,105,-4
4303,2,0.5,75,18
8087,2,1.5,145,-16
15419,4,1.5,80,-10
4466,2,0.5,240,8
3238,1,1.5,275,-12
2685,1,1.0,110,16
12309,4,0.5,130,-14
726,1,0.5,65,4
13319,4,0.5,305,-10
12445,4,0.5,160,6
10119,3,1.0,230,16
9038,3,0.5,25,-4
15021,4,1.5,40,-8
5607,2,1.0,95,-20
6639,2,1.0,55,-14
14116,4,1.0,65,-12
14671,4,1.0,240,6
9953,3,1.0,50,20
6811,2,1.0,265,-6
9735,3,1.0,260,4
6614,2,1.0,255,20
2273,1,1.0,325,-10
3131,1,1.5,65,-16
4843,2,0.5,175,6
1321,1,0.5,115,18
7576,2,1.5,190,12
752,1,0.5,195,14
13484,4,0.5,155,-16
12925,4,0.5,285,0
9847,3,1.0,170,18
10828,3,1.0,200,6
14800,4,1.0,235,12
7354,2,1.5,55,-12
1567,1,1.0,45,6
11214,3,1.5,180,-20
8184,2,1.5,305,10
15273,4,1.5,325,-8
5169,2,0.5,180,-14
1779,1,1.0,130,10
10775,3,1.0,260,-16
9406,3,0.5,240,18
12085,3,1.5,310,0
4224,2,0.5,330,-14
4978,2,0.5,200,-18
295,1,0.5,185,-18
2456,1,1.0,265,20
12125,3,1.5,185,-4
11073,3,1.5,125,-8
5789,2,1.0,30,8
7831,2,1.5,165,18
12630,4,0.5,110,-2
13402,4,0.5,70,-12
11513,3,1.5,50,-10
9082,3,0.5,245,0
2963,1,1.5,200,-16
10514,3,1.0,255,8
12502,4,0.5,120,-6
12350,4,0.5,10,-16
620,1,0.5,185,2
11195,3,1.5,85,-16
5972,2,1.0,295,-4
3538,1,1.5,150,0
10092,3,1.0,95,4
15646,4,1.5,240,-18
1550,1,1.0,285,14
9183,3,0.5,100,-8
2341,1,1.0,15,0
6621,2,1.0,290,-8
10803,3,1.0,75,-2
5158,2,0.5,125,6
15960,4,1.5,185,-20
15718,4,1.5,275,0
12187,3,1.5,170,-6
13916,4,1.0,40,8
6374,2,1.0,30,2
14432,4,1.0,20,-10
757,1,0.5,220,-18
12643,4,0.5,175,-18
12539,4,0.5,305,-16
7182,2,1.5,170,-20
12977,4,0.5,220,20
1123,1,0.5,100,0
7159,2,1.5,55,18
3462,1,1.5,95,16
15829,4,1.5,180,12
5219,2,0.5,105,2
14839,4,1.0,105,6
375,1,0.5,260,16
12448,4,0.5,175,12
3256,1,1.5,40,-18
5934,2,1.0,105,4
5160,2,0.5,135,10
9318,3,0.5,125,10
8015,2,1.5,110,8
491,1,0.5,190,-4
102,1,0.5,195,16
11847,3,1.5,95,-14
7471,2,1.5,315,12
3339,1,1.5,130,-20
16015,4,1.5,135,6
4424,2,0.5,30,8
5476,2,1.0,90,12
9957,3,1.0,70,-14
11200,3,1.5,110,-6
15691,4,1.5,140,-12
5006,2,0.5,15,-4
16245,4,1.5,310,4
14501,4,1.0,40,2
15766,4,1.5,190,12
15405,4,1.5,10,4
3016,1,1.5,140,6
3554,1,1.5,230,-10
5694,2,1.0,205,-14
8494,3,0.5,230,0
5695,2,1.0,210,-12
13705,4,1.0,285,6
6940,2,1.5,260,0
6281,2,1.0,215,-16
9459,3,0.5,180,-2
6568,2,1.0,25,12
1978,1,1.0,150,-12
10896,3,1.0,215,16
1791,1,1.0,190,-8
6871,2,1.5,240,-12
1165,1,0.5,310,0
2881,1,1.5,115,-12
15447,4,1.5,220,4
5619,2,1.0,155,4
14590,4,1.0,160,12
8814,3,0.5,205,10
907,1,0.5,320,-12
16009,4,1.5,105,-6
5030,2,0.5,135,2
14747,4,1.0,295,-10
3839,1,1.5,30,14
3756,1,1.5,265,16
14310,4,1.0,60,-2
10325,3,1.0,285,8
2467,1,1.0,320,0
15485,4,1.5,85,-4
10678,3,1.0,100,0
10488,3,1.0,125,-2
2583,1,1.0,250,-20
1004,1,0.5,155,14
10484,3,1.0,105,-10
10144,3,1.0,30,-18
2099,1,1.0,105,20
3032,1,1.5,220,-4
2396,1,1.0,290,-16
15177,4,1.5,170,10
11905,3,1.5,60,18
900,1,0.5,285,16
9530,3,0.5,210,14
14535,4,1.0,210,-14
6391,2,1.0,115,-6
14803,4,1.0,250,18
2254,1,1.0,230,-6
5914,2,1.0,330,6
6031,2,1.0,265,-12
15526,4,1.5,290,-6
13384,4,0.5,305,-6
6450,2,1.0,85,-14
407,1,0.5,95,-4
9209,3,0.5,230,2
2096,1,1.0,90,14
14130,4,1.0,135,16
13198,4,0.5,25,0
8035,2,1.5,210,6
3015,1,1.5,135,4
4798,2,0.5,275,0
10229,3,1.0,130,-16
2722,1,1.0,295,6
9681,3,1.0,315,-20
9570,3,1.0,85,10
1846,1,1.0,140,18
13425,4,0.5,185,-8
10730,3,1.0,35,20
14521,4,1.0,140,0
12106,3,1.5,90,0
7966,2,1.5,190,-6
14743,4,1.0,275,-18
7474,2,1.5,330,18
2517,1,1.0,245,16
10313,3,1.0,225,-16
10721,3,1.0,315,2
9413,3,0.5,275,-10
998,1,0.5,125,2
5526,2,1.0,15,-14
10741,3,1.0,90,0
14335,4,1.0,185,6
12272,3,1.5,270,-4
8659,3,0.5,80,-6
4503,2,0.5,100,-2
15914,4,1.5,280,14
15964,4,1.5,205,-12
16078,4,1.5,125,6
14344,4,1.0,230,-18
289,1,0.5,155,12
2083,1,1.0,25,-12
14647,4,1.0,120,0
3511,1,1.5,15,-12
11881,3,1.5,265,12
9746,3,1.0,315,-16
7374,2,1.5,155,-14
5992,2,1.0,70,-6
2534,1,1.0,330,8
1572,1,1.0,70,16
4156,2,0.5,315,18
3846,1,1.5,65,-14
9696,3,1.0,65,10
10094,3,1.0,105,8
6487,2,1.0,270,18
14600,4,1.0,210,-10
1096,1,0.5,290,-12
10384,3,1.0,255,0
14817,4,1.0,320,4
7055,2,1.5,185,20
11769,3,1.5,30,-2
6690,2,1.0,310,4
12752,4,0.5,70,-10
10128,3,1.0,275,-8
8288,3,0.5,175,8
598,1,0.5,75,0
8778,3,0.5,25,-20
15750,4,1.5,110,-20
5047,2,0.5,220,-6
4637,2,0.5,120,14
2780,1,1.5,260,-4
13213,4,0.5,100,-12
13357,4,0.5,170,-18
7800,2,1.5,10,-2
5524,2,1.0,330,-18
2129,1,1.0,255,-4
5112,2,0.5,220,-2
9433,3,0.5,50,-12
1999,1,1.0,255,-12
8096,2,1.5,190,2
14850,4,1.0,160,-14
834,1,0.5,280,10
12146,3,1.5,290,-4
10399,3,1.0,330,-12
6373,2,1.0,25,0
9708,3,1.0,125,-8
3615,1,1.5,210,-14
10639,3,1.0,230,6
9445,3,0.5,110,12
5555,2,1.0,160,2
12761,4,0.5,115,8
16178,4,1.5,300,-4
10556,3,1.0,140,8
15806,4,1.5,65,8
8449,3,0.5,330,-6
324,1,0.5,330,-2
11666,3,1.5,165,2
15851,4,1.5,290,14
2686,1,1.0,115,18
6890,2,1.5,10,-16
6340,2,1.0,185,18
9085,3,0.5,260,6
13155,4,0.5,135,-2
12115,3,1.5,135,18
8718,3,0.5,50,-14
8565,3,0.5,260,16
16261,4,1.5,65,-6
7148,2,1.5,325,-4
14106,4,1.0,15,10
10004,3,1.0,305,-4
12742,4,0.5,20,12
5752,2,1.0,170,18
4293,2,0.5,25,-2
11318,3,1.5,50,20
10412,3,1.0,70,14
11141,3,1.5,140,2
906,1,0.5,315,-14
14438,4,1.0,50,2
8191,3,0.5,15,-18
533,1,0.5,75,-4
13014,4,0.5,80,10
8071,2,1.5,65,-6
4801,2,0.5,290,6
5031,2,0.5,140,4
9912,3,1.0,170,-20
6172,2,1.0,320,18
11691,3,1.5,290,10
4446,2,0.5,140,10
9596,3,1.0,215,20
11216,3,1.5,190,-16
57,1,0.5,295,10
5463,2,1.0,25,-14
4606,2,0.5,290,-6
8182,2,1.5,295,6
9307,3,0.5,70,-12
2812,1,1.5,95,18
10710,3,1.0,260,-20
12134,3,1.5,230,14
13605,4,0.5,110,16
1835,1,1.0,85,-4
6210,2,1.0,185,10
9469,3,0.5,230,18
7218,2,1.5,25,10
13890,4,1.0,235,-2
2964,1,1.5,205,-14
8089,2,1.5,155,-12
4251,2,0.5,140,-2
1088,1,0.5,250,14
4304,2,0.5,80,20
14183,4,1.0,75,-4
9467,3,0.5,220,14
1395,1,1.0,160,-2
5154,2,0.5,105,-2
4154,2,0.5,305,14
16232,4,1.5,245,20
2889,1,1.5,155,4
7564,2,1.5,130,-12
15545,4,1.5,60,-10
3185,1,1.5,10,8
8104,2,1.5,230,18
13143,4,0.5,75,16
8921,3,0.5,90,14
11717,3,1.5,95,20
15125,4,1.5,235,-10
10981,3,1.5,315,18
3383,1,1.5,25,-16
2913,1,1.5,275,10
5928,2,1.0,75,-8
7015,2,1.5,310,-18
13466,4,0.5,65,-10
10971,3,1.5,265,-2
679,1,0.5,155,-6
15469,4,1.5,330,6
12347,4,0.5,320,20
9275,3,0.5,235,8
5763,2,1.0,225,-2
10707,3,1.0,245,16
8775,3,0.5,10,16
6250,2,1.0,60,6
847,1,0.5,20,-6
14439,4,1.0,55,4
11585,3,1.5,85,8
12787,4,0.5,245,18
8010,2,1.5,85,-2
7393,2,1.5,250,-18
14366,4,1.0,15,-16
2043,1,1.0,150,-8
297,1,0.5,195,-14
2416,1,1.0,65,-18
1207,1,0.5,195,0
6220,2,1.0,235,-12
5413,2,0.5,100,12
2050,1,1.0,185,6
7228,2,1.5,75,-12
10781,3,1.0,290,-4
16158,4,1.5,200,-2
15034,4,1.5,105,18
888,1,0.5,225,-8
419,1,0.5,155,20
3950,1,1.5,260,-16
16233,4,1.5,250,-20
51,1,0.5,265,-2
7825,2,1.5,135,6
15308,4,1.5,175,20
4600,2,0.5,260,-18
4492,2,0.5,45,18
10125,3,1.0,260,-14
10188,3,1.0,250,-14
9468,3,0.5,225,16
4715,2,0.5,185,2
3649,1,1.5,55,12
4200,2,0.5,210,-20
7409,2,1.5,330,14
11988,3,1.5,150,16
12503,4,0.5,125,-4
11067,3,1.5,95,-20
8688,3,0.5,225,10
3442,1,1.5,320,18
1710,1,1.0,110,-2
2864,1,1.5,30,-4
5558,2,1.0,175,8
11033,3,1.5,250,-4
10731,3,1.0,40,-20
1885,1,1.0,10,12
15407,4,1.5,20,8
8033,2,1.5,200,2
3678,1,1.5,200,-14
5389,2,0.5,305,6
16328,4,1.5,75,2
5816,2,1.0,165,20
6518,2,1.0,100,-4
1760,1,1.0,35,14
15140,4,1.5,310,20
8438,3,0.5,275,14
13129,4,0.5,330,-12
4892,2,0.5,95,20
1303,1,0.5,25,-18
10949,3,1.5,155,-4
10487,3,1.0,120,-4
10516,3,1.0,265,12
1844,1,1.0,130,14
4566,2,0.5,90,-2
5560,2,1.0,185,12
14680,4,1.0,285,-18
11283,3,1.5,200,-8
15220,4,1.5,60,12
6309,2,1.0,30,-2
6242,2,1.0,20,-10
1971,1,1.0,115,16
2399,1,1.0,305,-10
1163,1,0.5,300,-4
10065,3,1.0,285,-8
128,1,0.5,325,-16
11534,3,1.5,155,-10
6620,2,1.0,285,-10
818,1,0.5,200,20
15113,4,1.5,175,8
5597,2,1.0,45,2
4791,2,0.5,240,-14
2236,1,1.0,140,0
5846,2,1.0,315,-4
1222,1,0.5,270,-12
8122,2,1.5,320,12
1034,1,0.5,305,-10
14748,4,1.0,300,-8
1422,1,1.0,295,10
10308,3,1.0,200,16
9521,3,0.5,165,-4
9867,3,1.0,270,16
14351,4,1.0,265,-4
13396,4,0.5,40,18
10909,3,1.0,280,0
7515,2,1.5,210,16
13823,4,1.0,225,-10
15389,4,1.5,255,14
5640,2,1.0,260,4
13818,4,1.0,200,-20
3671,1,1.5,165,14
15873,4,1.5,75,16
2990,1,1.5,10,-4
7820,2,1.5,110,-4
8016,2,1.5,115,10
7995,2,1.5,10,10
316,1,0.5,290,-18
16331,4,1.5,90,8
6495,2,1.0,310,-8
3372,1,1.5,295,4
1138,1,0.5,175,-12
4160,2,0.5,10,-16
5152,2,0.5,95,-6
691,1,0.5,215,18
430,1,0.5,210,0
16074,4,1.5,105,-2
13570,4,0.5,260,-12
15058,4,1.5,225,-18
10409,3,1.0,55,8
613,1,0.5,150,-12
6069,2,1.0,130,-20
14922,4,1.0,195,4
3181,1,1.5,315,0
2775,1,1.5,235,-14
1859,1,1.0,205,2
2471,1,1.0,15,8
14921,4,1.0,190,2
7399,2,1.5,280,-6
2608,1,1.0,50,-12
4656,2,0.5,215,10
7864,2,1.5,330,0
6267,2,1.0,145,-2
14591,4,1.0,165,14
14783,4,1.0,150,20
6704,2,1.0,55,-10
13176,4,0.5,240,-2
1775,1,1.0,110,2
5855,2,1.0,35,14
6090,2,1.0,235,-20
8376,3,0.5,290,16
13551,4,0.5,165,-8
1379,1,1.0,80,8
7871,2,1.5,40,14
13119,4,0.5,280,10
9126,3,0.5,140,4
16104,4,1.5,255,16
8129,2,1.5,30,-16
15618,4,1.5,100,10
12972,4,0.5,195,10
14113,4,1.0,50,-18
3248,1,1.5,325,8
5898,2,1.0,250,16
5839,2,1.0,280,-18
10838,3,1.0,250,-16
9741,3,1.0,290,16
11796,3,1.5,165,10
5533,2,1.0,50,0
16086,4,1.5,165,-20
15565,4,1.5,160,-12
4370,2,0.5,85,-16
685,1,0.5,185,6
8154,2,1.5,155,-8
2453,1,1.0,250,14
1815,1,1.0,310,-2
16099,4,1.5,230,6
9246,3,0.5,90,-8
342,1,0.5,95,-8
10941,3,1.5,115,-20
7231,2,1.5,90,-6
14543,4,1.0,250,2
4862,2,0.5,270,2
2801,1,1.5,40,-4
7201,2,1.5,265,18
11217,3,1.5,195,-14
9197,3,0.5,170,20
1879,1,1.0,305,0
2426,1,1.0,115,2
2715,1,1.0,260,-8
12197,3,1.5,220,14
2090,1,1.0,60,2
1749,1,1.0,305,-8
11218,3,1.5,200,-12
16016,4,1.5,140,8
10729,3,1.0,30,18
1099,1,0.5,305,-6
1565,1,1.0,35,2
13454,4,0.5,330,8
8682,3,0.5,195,-2
41,1,0.5,215,20
3085,1,1.5,160,18
3295,1,1.5,235,18
1639,1,1.0,80,-18
974,1,0.5,330,-4
9380,3,0.5,110,8
10670,3,1.0,60,-16
381,1,0.5,290,-14
8633,3,0.5,275,-16
13197,4,0.5,20,-2
341,1,0.5,90,-10
12569,4,0.5,130,2
1521,1,1.0,140,-2
4592,2,0.5,220,8
3408,1,1.5,150,-8
15387,4,1.5,245,10
3975,1,1.5,60,-8
11844,3,1.5,80,-20
8835,3,0.5,310,10
5686,2,1.0,165,12
15098,4,1.5,100,20
15535,4,1.5,10,12
8371,3,0.5,265,6
2289,1,1.0,80,-20
5225,2,0.5,135,14
4240,2,0.5,85,18
12599,4,0.5,280,20
970,1,0.5,310,-12
7955,2,1.5,135,14
12327,4,0.5,220,-20
11293,3,1.5,250,12
6964,2,1.5,55,6
8636,3,0.5,290,-10
5480,2,1.0,110,20
15366,4,1.5,140,10
7842,2,1.5,220,-2
7527,2,1.5,270,-2
2364,1,1.0,130,4
16136,4,1.5,90,-4
2866,1,1.5,40,0
10915,3,1.0,310,12
10680,3,1.0,110,4
10757,3,1.0,170,-10
8724,3,0.5,80,-2
15432,4,1.5,145,16
13559,4,0.5,205,8
13694,4,1.0,230,-16
2203,1,1.0,300,18
2295,1,1.0,110,-8
1046,1,0.5,40,14
3617,1,1.5,220,-10
2596,1,1.0,315,6
7637,2,1.5,170,8
11752,3,1.5,270,6
3022,1,1.5,170,18
10921,3,1.5,15,-18
16142,4,1.5,120,8
15429,4,1.5,130,10
11167,3,1.5,270,12
10443,3,1.0,225,-8
15343,4,1.5,25,6
1393,1,1.0,150,-6
11396,3,1.5,115,8
5501,2,1.0,215,20
11502,3,1.5,320,10
12700,4,0.5,135,12
7305,2,1.5,135,16
7091,2,1.5,40,8
11599,3,1.5,155,-6
10326,3,1.0,290,10
2287,1,1.0,70,18
14454,4,1.0,130,-8
6750,2,1.0,285,-2
8600,3,0.5,110,2
15304,4,1.5,155,12
1314,1,0.5,80,4
3677,1,1.5,195,-16
14576,4,1.0,90,-16
10695,3,1.0,185,-8
2057,1,1.0,220,20
6894,2,1.5,30,-8
3166,1,1.5,240,12
7922,2,1.5,295,-10
514,1,0.5,305,0
3353,1,1.5,200,8
4944,2,0.5,30,-2
383,1,0.5,300,-10
5912,2,1.0,320,2
6350,2,1.0,235,-4
2535,1,1.0,10,10
11377,3,1.5,20,12
8142,2,1.5,95,10
15257,4,1.5,245,2
269,1,0.5,55,14
11400,3,1.5,135,16
8332,3,0.5,70,12
77,1,0.5,70,8
4903,2,0.5,150,0
16238,4,1.5,275,-10
2989,1,1.5,330,-6
2619,1,1.0,105,10
6991,2,1.5,190,18
13368,4,0.5,225,4
4849,2,0.5,205,18
8722,3,0.5,70,-6
2667,1,1.0,20,-20
12360,4,0.5,60,4
16092,4,1.5,195,-8
5690,2,1.0,185,20
7450,2,1.5,210,12
16363,4,1.5,250,-12
621,1,0.5,190,4
3363,1,1.5,250,-14
944,1,0.5,180,20
3227,1,1.5,220,8
2188,1,1.0,225,-12
6504,2,1.0,30,10
9356,3,0.5,315,2
4430,2,0.5,60,20
573,1,0.5,275,-8
15658,4,1.5,300,6
1831,1,1.0,65,-12
477,1,0.5,120,10
6303,2,1.0,325,-14
14897,4,1.0,70,-4
10841,3,1.0,265,-10
